sid,att_n,reasoning_type,depth,accuracy,type_adherence,success,novel,composite_quality,attempt_bin
123468,49,failure,1.3,3.0,3.0,True,True,2.3200000000000003,3
123468,50,success,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,51,failure,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,52,failure,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,53,failure,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,54,failure,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,55,failure,1.8,3.3,3.0,True,True,2.64,3
123468,56,success,1.8,3.0,3.0,True,True,2.5200000000000005,3
123468,57,success,1.8,3.0,3.0,True,True,2.5200000000000005,3
123468,58,success,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,59,failure,1.3,3.0,3.0,False,True,2.3200000000000003,3
123468,60,failure,1.8,3.0,3.0,False,True,2.5200000000000005,3
123468,61,failure,1.8,3.3,3.0,False,True,2.64,4
123468,62,failure,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,63,failure,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,64,failure,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,65,failure,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,66,failure,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,67,failure,1.8,3.0,3.0,True,True,2.5200000000000005,4
123468,68,success,1.8,3.0,3.0,True,True,2.5200000000000005,4
123468,69,success,1.8,3.0,3.0,True,True,2.5200000000000005,4
123468,70,success,1.8,3.0,3.0,True,True,2.5200000000000005,4
123468,71,success,1.8,3.0,3.0,True,True,2.5200000000000005,4
123468,72,success,1.8,3.0,3.0,False,True,2.5200000000000005,4
123468,73,failure,1.3,3.0,3.0,False,True,2.3200000000000003,4
123468,74,failure,1.8,3.5999999999999996,3.0,False,True,2.7600000000000002,4
123468,75,failure,1.3,3.0,3.0,True,True,2.3200000000000003,4
123468,76,success,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,77,failure,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,78,failure,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,79,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,80,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,81,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,82,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,83,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,84,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,85,success,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,86,success,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,87,failure,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,88,failure,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,89,failure,1.8,3.0,3.0,False,True,2.5200000000000005,5
123468,90,failure,1.8,3.0,3.0,True,True,2.5200000000000005,5
123468,91,success,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,92,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,93,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,94,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,95,failure,1.8,3.0,3.0,True,True,2.5200000000000005,6
123468,96,success,1.8,3.0,3.0,True,True,2.5200000000000005,6
123468,97,success,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,98,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
123468,99,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,100,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,101,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,102,failure,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,103,failure,1.8,3.0,3.0,True,True,2.5200000000000005,6
123468,104,success,1.8,3.0,3.0,False,True,2.5200000000000005,6
123468,105,failure,1.3,3.0,3.0,False,True,2.3200000000000003,6
123468,106,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,107,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,108,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,109,failure,1.8,3.0,3.0,True,True,2.5200000000000005,7
123468,110,success,1.8,3.0,3.0,True,True,2.5200000000000005,7
123468,111,success,1.8,3.0,3.0,True,True,2.5200000000000005,7
123468,112,success,1.8,3.0,3.0,False,False,2.5200000000000005,7
123468,113,failure,1.3,3.0,3.0,False,True,2.3200000000000003,7
123468,114,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,115,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,116,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,117,failure,1.8,3.3,3.0,False,True,2.64,7
123468,118,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,119,failure,1.8,3.0,3.0,False,True,2.5200000000000005,7
123468,120,failure,1.8,3.5999999999999996,3.0,False,True,2.7600000000000002,7
123468,121,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,122,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,123,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,124,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,125,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,126,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,127,failure,1.8,3.3,3.0,False,True,2.64,8
123468,128,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,129,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,130,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,131,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,132,failure,1.3,3.0,3.0,False,True,2.3200000000000003,8
123468,133,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,134,failure,1.8,3.0,3.0,False,True,2.5200000000000005,8
123468,135,failure,1.8,3.3,3.0,False,True,2.64,8
123468,136,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,137,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,138,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,139,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,140,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,141,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,142,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,143,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,144,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,145,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,146,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,147,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,148,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,149,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123468,150,failure,1.8,3.0,3.0,False,True,2.5200000000000005,9
123467,1,none,1.0,3.0,3.0,True,True,2.2,0
123467,2,success,1.5,3.3,3.0,True,True,2.5200000000000005,0
123467,3,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,4,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,5,success,1.0,3.0,3.0,True,True,2.2,0
123467,6,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,7,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,8,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,9,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
123467,10,success,1.0,3.0,3.0,True,True,2.2,0
123467,11,success,1.5,3.0,3.0,False,True,2.4000000000000004,0
123467,12,failure,1.0,3.3,3.0,False,True,2.3200000000000003,0
123467,13,failure,1.0,3.0,3.0,False,True,2.2,0
123467,14,failure,1.0,3.0,3.0,False,True,2.2,0
123467,15,failure,1.0,3.3,3.0,False,True,2.3200000000000003,0
123467,16,failure,1.0,3.0,3.0,True,True,2.2,1
123467,17,success,1.5,3.0,3.0,False,True,2.4000000000000004,1
123467,18,failure,1.0,3.0,3.0,False,True,2.2,1
123467,19,failure,1.3,3.0,3.0,False,True,2.3200000000000003,1
123467,20,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
123467,21,failure,1.5,3.3,3.0,False,True,2.5200000000000005,1
123467,22,failure,1.0,3.0,3.0,False,True,2.2,1
123467,23,failure,1.3,3.0,3.0,False,True,2.3200000000000003,1
123467,24,failure,1.3,3.0,3.0,False,True,2.3200000000000003,1
123467,25,failure,1.5,3.0,3.0,True,True,2.4000000000000004,1
123467,26,success,1.0,3.0,3.0,False,True,2.2,1
123467,27,failure,1.0,3.3,3.0,False,True,2.3200000000000003,1
123467,28,failure,1.0,3.0,3.0,True,True,2.2,1
123467,29,success,1.0,3.0,3.0,True,True,2.2,1
123467,30,success,1.3,3.0,3.0,False,True,2.3200000000000003,1
123467,31,failure,1.0,3.0,3.0,False,True,2.2,2
123467,32,failure,1.0,3.0,3.0,True,True,2.2,2
123467,33,success,1.0,3.0,3.0,False,True,2.2,2
123467,34,failure,1.0,3.0,3.0,False,True,2.2,2
123467,35,failure,1.0,3.0,3.0,False,True,2.2,2
123467,36,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,37,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,38,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,39,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,40,failure,1.0,3.3,3.0,True,True,2.3200000000000003,2
123467,41,success,1.5,3.0,3.0,True,True,2.4000000000000004,2
123467,42,success,1.0,3.0,3.0,True,True,2.2,2
123467,43,success,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,44,failure,1.0,3.0,3.0,False,True,2.2,2
123467,45,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
123467,46,failure,1.0,3.0,3.0,False,True,2.2,3
123467,47,failure,1.5,3.0,3.0,True,True,2.4000000000000004,3
123467,48,success,1.3,3.0,3.0,True,True,2.3200000000000003,3
123467,49,success,1.0,2.5,3.0,True,True,2.0,3
123467,50,success,1.0,3.0,3.0,False,True,2.2,3
123467,51,failure,1.0,3.0,3.0,False,True,2.2,3
123467,52,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
123467,53,failure,1.0,3.0,3.0,False,True,2.2,3
123467,54,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
123467,55,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
123467,56,failure,1.0,3.0,3.0,False,True,2.2,3
123467,57,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
123467,58,failure,1.0,3.0,3.0,False,True,2.2,3
123467,59,failure,1.0,3.0,3.0,False,True,2.2,3
123467,60,failure,1.0,3.0,3.0,False,True,2.2,3
123467,61,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
123467,62,failure,1.0,3.0,3.0,False,True,2.2,4
123467,63,failure,1.0,3.0,3.0,False,True,2.2,4
123467,64,failure,1.5,3.5999999999999996,3.0,True,True,2.64,4
123467,65,success,1.5,3.5999999999999996,3.0,False,True,2.64,4
123467,66,failure,1.8,3.0,3.0,True,True,2.5200000000000005,4
123467,67,success,1.0,3.0,3.0,True,True,2.2,4
123467,68,success,1.0,3.0,3.0,True,True,2.2,4
123467,69,success,1.5,3.0,3.0,True,True,2.4000000000000004,4
123467,70,success,1.5,3.0,3.0,True,True,2.4000000000000004,4
123467,71,success,1.0,3.3,3.0,True,True,2.3200000000000003,4
123467,72,success,1.5,3.0,3.0,False,True,2.4000000000000004,4
123467,73,failure,1.5,3.5999999999999996,3.0,False,True,2.64,4
123467,74,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
123467,75,failure,1.0,3.3,3.0,False,True,2.3200000000000003,4
123467,76,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,77,failure,1.0,3.0,3.0,False,True,2.2,5
123467,78,failure,1.0,3.0,3.0,False,True,2.2,5
123467,79,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,80,failure,1.5,3.3,3.0,False,True,2.5200000000000005,5
123467,81,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,82,failure,1.0,3.0,3.0,True,True,2.2,5
123467,83,success,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,84,failure,1.5,3.3,3.0,False,True,2.5200000000000005,5
123467,85,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,86,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,87,failure,1.8,3.0,3.0,True,True,2.5200000000000005,5
123467,88,success,1.0,3.0,3.0,False,True,2.2,5
123467,89,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
123467,90,failure,1.5,3.0,3.0,True,True,2.4000000000000004,5
123467,91,success,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,92,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,93,failure,1.5,3.0,3.0,True,True,2.4000000000000004,6
123467,94,success,1.0,3.0,3.0,False,True,2.2,6
123467,95,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,96,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,97,failure,1.8,3.0,3.0,True,True,2.5200000000000005,6
123467,98,success,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,99,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
123467,100,failure,1.5,3.5999999999999996,3.0,False,True,2.64,6
123467,101,failure,1.8,3.0,3.0,True,True,2.5200000000000005,6
123467,102,success,1.3,3.0,3.0,True,True,2.3200000000000003,6
123467,103,success,1.0,3.0,3.0,False,True,2.2,6
123467,104,failure,1.5,3.0,3.0,True,True,2.4000000000000004,6
123467,105,success,1.5,3.0,3.0,True,True,2.4000000000000004,6
123467,106,success,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,107,success,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,108,success,1.5,3.3,3.0,True,True,2.5200000000000005,7
123467,109,success,1.0,3.0,3.0,True,True,2.2,7
123467,110,success,1.0,3.0,3.0,True,True,2.2,7
123467,111,success,1.5,3.3,3.0,True,True,2.5200000000000005,7
123467,112,success,1.5,3.0,3.0,False,True,2.4000000000000004,7
123467,113,failure,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,114,success,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,115,success,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,116,success,1.5,3.0,3.0,False,True,2.4000000000000004,7
123467,117,failure,1.5,3.0,3.0,True,True,2.4000000000000004,7
123467,118,success,1.5,3.0,3.0,False,True,2.4000000000000004,7
123467,119,failure,1.5,3.0,3.0,False,True,2.4000000000000004,7
123467,120,failure,1.5,3.3,3.0,False,True,2.5200000000000005,7
123467,121,failure,1.5,3.3,3.0,False,True,2.5200000000000005,8
123467,122,failure,1.0,3.3,3.0,False,True,2.3200000000000003,8
123467,123,failure,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,124,success,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,125,success,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,126,success,1.5,3.0,3.0,False,True,2.4000000000000004,8
123467,127,failure,1.0,3.0,3.0,False,True,2.2,8
123467,128,failure,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,129,success,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,130,success,1.0,3.0,3.0,False,True,2.2,8
123467,131,failure,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,132,success,1.5,3.0,3.0,False,True,2.4000000000000004,8
123467,133,failure,1.0,3.0,3.0,False,True,2.2,8
123467,134,failure,1.5,3.0,3.0,True,True,2.4000000000000004,8
123467,135,success,1.5,3.0,3.0,False,True,2.4000000000000004,8
123467,136,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,137,failure,1.5,3.3,3.0,False,True,2.5200000000000005,9
123467,138,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,139,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,140,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,141,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,142,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,143,failure,1.5,3.0,3.0,True,True,2.4000000000000004,9
123467,144,success,1.5,3.0,3.0,True,True,2.4000000000000004,9
123467,145,success,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,146,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,147,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,148,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,149,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
123467,150,failure,1.5,3.0,3.0,False,True,2.4000000000000004,9
789312,1,none,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,2,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,3,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,4,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,5,success,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,6,success,1.5,3.3,3.0,False,True,2.5200000000000005,0
789312,7,failure,1.5,3.3,3.0,False,True,2.5200000000000005,0
789312,8,failure,1.5,3.3,3.0,True,True,2.5200000000000005,0
789312,9,success,1.5,3.3,3.0,True,True,2.5200000000000005,0
789312,10,success,1.5,3.0,3.0,False,True,2.4000000000000004,0
789312,11,failure,1.5,3.0,3.0,True,True,2.4000000000000004,0
789312,12,success,1.5,3.3,3.0,False,True,2.5200000000000005,0
789312,13,failure,1.5,3.3,3.0,False,True,2.5200000000000005,0
789312,14,failure,1.5,3.0,3.0,False,True,2.4000000000000004,0
789312,15,failure,1.5,3.3,3.0,False,True,2.5200000000000005,0
789312,16,failure,1.5,3.3,3.0,False,True,2.5200000000000005,1
789312,17,failure,1.5,3.3,3.0,False,True,2.5200000000000005,1
789312,18,failure,1.5,3.3,3.0,True,True,2.5200000000000005,1
789312,19,success,1.5,3.0,3.0,True,True,2.4000000000000004,1
789312,20,success,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,21,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,22,failure,1.5,3.5999999999999996,3.0,False,True,2.64,1
789312,23,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,24,failure,1.5,3.3,3.0,False,True,2.5200000000000005,1
789312,25,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,26,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,27,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,28,failure,1.5,3.3,3.0,False,True,2.5200000000000005,1
789312,29,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,30,failure,1.5,3.0,3.0,False,True,2.4000000000000004,1
789312,31,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,32,failure,1.5,3.3,3.0,False,True,2.5200000000000005,2
789312,33,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,34,failure,1.5,3.3,3.0,True,True,2.5200000000000005,2
789312,35,success,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,36,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,37,failure,1.5,3.3,3.0,False,True,2.5200000000000005,2
789312,38,failure,1.5,3.6,3.0,False,False,2.64,2
789312,39,failure,1.5,3.5999999999999996,3.0,False,True,2.64,2
789312,40,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,41,failure,1.5,3.3,3.0,False,True,2.5200000000000005,2
789312,42,failure,1.5,3.0,3.0,False,True,2.4000000000000004,2
789312,43,failure,1.5,3.5999999999999996,3.0,False,True,2.64,2
789312,44,failure,1.5,3.3,3.0,False,True,2.5200000000000005,2
789312,45,failure,1.5,3.3,3.0,False,True,2.5200000000000005,2
789312,46,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,47,failure,1.5,3.3,3.0,False,True,2.5200000000000005,3
789312,48,failure,1.5,3.0,3.0,False,False,2.4000000000000004,3
789312,49,failure,1.5,3.3,3.0,False,True,2.5200000000000005,3
789312,50,failure,1.5,3.0,3.0,True,True,2.4000000000000004,3
789312,51,success,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,52,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,53,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,54,failure,1.5,3.3,3.0,False,True,2.5200000000000005,3
789312,55,failure,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,56,failure,1.5,3.5999999999999996,3.0,False,True,2.64,3
789312,57,failure,1.5,3.3,3.0,True,True,2.5200000000000005,3
789312,58,success,1.5,3.3,3.0,True,True,2.5200000000000005,3
789312,59,success,1.5,3.0,3.0,True,True,2.4000000000000004,3
789312,60,success,1.5,3.0,3.0,False,True,2.4000000000000004,3
789312,61,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,62,failure,1.5,3.3,3.0,True,True,2.5200000000000005,4
789312,63,success,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,64,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,65,failure,1.5,3.3,3.0,False,True,2.5200000000000005,4
789312,66,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,67,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,68,failure,1.5,3.3,3.0,False,True,2.5200000000000005,4
789312,69,failure,1.5,3.5999999999999996,3.0,False,True,2.64,4
789312,70,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,71,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,72,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,73,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,74,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,75,failure,1.5,3.0,3.0,False,True,2.4000000000000004,4
789312,76,failure,1.5,3.5999999999999996,3.0,False,True,2.64,5
789312,77,failure,1.5,3.5999999999999996,3.0,False,True,2.64,5
789312,78,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,79,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,80,failure,1.5,3.0,3.0,True,True,2.4000000000000004,5
789312,81,success,1.5,3.3,3.0,False,True,2.5200000000000005,5
789312,82,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,83,failure,1.5,3.3,3.0,False,True,2.5200000000000005,5
789312,84,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,85,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,86,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,87,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,88,failure,1.5,3.3,3.0,False,True,2.5200000000000005,5
789312,89,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,90,failure,1.5,3.0,3.0,False,True,2.4000000000000004,5
789312,91,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,92,failure,1.5,3.3,3.0,False,True,2.5200000000000005,6
789312,93,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,94,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,95,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,96,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,97,failure,1.5,3.3,3.0,False,True,2.5200000000000005,6
789312,98,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,99,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,100,failure,1.5,3.0,3.0,False,False,2.4000000000000004,6
789312,101,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,102,failure,2.0,3.0,3.0,False,True,2.6,6
789312,103,failure,1.5,3.3,3.0,False,False,2.5200000000000005,6
789312,104,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,105,failure,1.5,3.0,3.0,False,True,2.4000000000000004,6
789312,106,failure,1.5,3.0,3.0,False,True,2.4000000000000004,7
789312,107,failure,1.5,3.0,3.0,False,True,2.4000000000000004,7
789312,108,failure,1.5,3.0,3.0,False,True,2.4000000000000004,7
789312,109,failure,1.5,3.0,3.0,False,True,2.4000000000000004,7
